event,timestamp
Finish Checking Filter Existence at: ,1707388737508
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737508
Finish Checking Filter Existence at: ,1707388737509
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737510
Finish Checking Filter Existence at: ,1707388737511
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737511
Finish Checking Filter Existence at: ,1707388737513
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737513
Finish Checking Filter Existence at: ,1707388737514
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737514
Finish Checking Filter Existence at: ,1707388737516
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737516
Finish Checking Filter Existence at: ,1707388737517
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737517
Finish Checking Filter Existence at: ,1707388737519
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737519
Finish Checking Filter Existence at: ,1707388737520
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737520
Finish Checking Filter Existence at: ,1707388737522
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737522
Finish Checking Filter Existence at: ,1707388737524
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737524
Finish Checking Filter Existence at: ,1707388737525
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737525
Finish Checking Filter Existence at: ,1707388737527
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737527
Finish Checking Filter Existence at: ,1707388737529
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737529
Finish Checking Filter Existence at: ,1707388737530
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737530
Finish Checking Filter Existence at: ,1707388737532
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737532
Finish Checking Filter Existence at: ,1707388737533
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737533
Finish Checking Filter Existence at: ,1707388737535
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737535
Finish Checking Filter Existence at: ,1707388737536
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737536
Finish Checking Filter Existence at: ,1707388737538
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737538
Finish Checking Filter Existence at: ,1707388737539
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737539
Finish Checking Filter Existence at: ,1707388737541
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737541
Finish Checking Filter Existence at: ,1707388737542
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737542
Finish Checking Filter Existence at: ,1707388737544
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737544
Finish Checking Filter Existence at: ,1707388737545
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737545
Finish Checking Filter Existence at: ,1707388737547
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737547
Finish Checking Filter Existence at: ,1707388737548
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737548
Finish Checking Filter Existence at: ,1707388737550
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737550
Finish Checking Filter Existence at: ,1707388737552
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737552
Finish Checking Filter Existence at: ,1707388737553
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737553
Finish Checking Filter Existence at: ,1707388737555
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737555
Finish Checking Filter Existence at: ,1707388737558
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707388737558
Finish Checking Filter Existence at: ,1707388737560
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737560
Finish Checking Filter Existence at: ,1707388737562
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737562
Finish Checking Filter Existence at: ,1707388737563
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737563
Finish Checking Filter Existence at: ,1707388737565
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737565
Finish Checking Filter Existence at: ,1707388737567
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737567
Finish Checking Filter Existence at: ,1707388737569
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737569
Finish Checking Filter Existence at: ,1707388737570
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737570
Finish Checking Filter Existence at: ,1707388737572
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737572
Finish Checking Filter Existence at: ,1707388737574
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737574
Finish Checking Filter Existence at: ,1707388737575
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737575
Finish Checking Filter Existence at: ,1707388737577
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737577
Finish Checking Filter Existence at: ,1707388737579
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737579
Finish Checking Filter Existence at: ,1707388737581
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737581
Finish Checking Filter Existence at: ,1707388737582
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737582
Finish Checking Filter Existence at: ,1707388737584
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737584
Finish Checking Filter Existence at: ,1707388737585
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737585
Finish Checking Filter Existence at: ,1707388737587
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737587
Finish Checking Filter Existence at: ,1707388737588
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737588
Finish Checking Filter Existence at: ,1707388737590
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737590
Finish Checking Filter Existence at: ,1707388737591
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737591
Finish Checking Filter Existence at: ,1707388737593
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737593
Finish Checking Filter Existence at: ,1707388737594
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737594
Finish Checking Filter Existence at: ,1707388737596
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737596
Finish Checking Filter Existence at: ,1707388737597
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737597
Finish Checking Filter Existence at: ,1707388737599
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737599
Finish Checking Filter Existence at: ,1707388737600
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737600
Finish Checking Filter Existence at: ,1707388737601
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737601
Finish Checking Filter Existence at: ,1707388737603
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737603
Finish Checking Filter Existence at: ,1707388737605
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737605
Finish Checking Filter Existence at: ,1707388737606
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737606
Finish Checking Filter Existence at: ,1707388737608
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737608
Finish Checking Filter Existence at: ,1707388737610
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737610
Finish Checking Filter Existence at: ,1707388737612
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737612
Finish Checking Filter Existence at: ,1707388737613
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737613
Finish Checking Filter Existence at: ,1707388737614
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737615
Finish Checking Filter Existence at: ,1707388737616
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737616
Finish Checking Filter Existence at: ,1707388737617
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737617
Finish Checking Filter Existence at: ,1707388737619
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737619
Finish Checking Filter Existence at: ,1707388737620
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737620
Finish Checking Filter Existence at: ,1707388737622
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737622
Finish Checking Filter Existence at: ,1707388737623
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737623
Finish Checking Filter Existence at: ,1707388737625
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737625
Finish Checking Filter Existence at: ,1707388737626
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737627
Finish Checking Filter Existence at: ,1707388737628
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737628
Finish Checking Filter Existence at: ,1707388737629
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737629
Finish Checking Filter Existence at: ,1707388737631
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737631
Finish Checking Filter Existence at: ,1707388737632
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737632
Finish Checking Filter Existence at: ,1707388737634
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737634
Finish Checking Filter Existence at: ,1707388737636
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737636
Finish Checking Filter Existence at: ,1707388737638
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737638
Finish Checking Filter Existence at: ,1707388737639
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737639
Finish Checking Filter Existence at: ,1707388737641
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737641
Finish Checking Filter Existence at: ,1707388737643
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737643
Finish Checking Filter Existence at: ,1707388737644
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737644
Finish Checking Filter Existence at: ,1707388737646
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737646
Finish Checking Filter Existence at: ,1707388737647
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737648
Finish Checking Filter Existence at: ,1707388737649
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737649
Finish Checking Filter Existence at: ,1707388737650
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737650
Finish Checking Filter Existence at: ,1707388737652
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737652
Finish Checking Filter Existence at: ,1707388737653
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737653
Finish Checking Filter Existence at: ,1707388737654
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737654
Finish Checking Filter Existence at: ,1707388737656
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737656
Finish Checking Filter Existence at: ,1707388737658
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737658
Finish Checking Filter Existence at: ,1707388737659
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737659
Finish Checking Filter Existence at: ,1707388737661
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737661
Finish Checking Filter Existence at: ,1707388737663
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737663
Finish Checking Filter Existence at: ,1707388737665
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737665
Finish Checking Filter Existence at: ,1707388737666
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737666
Finish Checking Filter Existence at: ,1707388737667
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737667
Finish Checking Filter Existence at: ,1707388737669
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737669
Finish Checking Filter Existence at: ,1707388737670
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737670
Finish Checking Filter Existence at: ,1707388737671
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737672
Finish Checking Filter Existence at: ,1707388737673
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737673
Finish Checking Filter Existence at: ,1707388737675
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737675
Finish Checking Filter Existence at: ,1707388737676
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737676
Finish Checking Filter Existence at: ,1707388737678
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737678
Finish Checking Filter Existence at: ,1707388737679
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737679
Finish Checking Filter Existence at: ,1707388737680
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737680
Finish Checking Filter Existence at: ,1707388737682
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737682
Finish Checking Filter Existence at: ,1707388737683
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737683
Finish Checking Filter Existence at: ,1707388737685
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737685
Finish Checking Filter Existence at: ,1707388737686
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737686
Finish Checking Filter Existence at: ,1707388737687
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737687
Finish Checking Filter Existence at: ,1707388737689
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737689
Finish Checking Filter Existence at: ,1707388737691
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737691
Finish Checking Filter Existence at: ,1707388737692
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737692
Finish Checking Filter Existence at: ,1707388737693
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737693
Finish Checking Filter Existence at: ,1707388737695
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737695
Finish Checking Filter Existence at: ,1707388737696
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737696
Finish Checking Filter Existence at: ,1707388737698
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737698
Finish Checking Filter Existence at: ,1707388737699
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737699
Finish Checking Filter Existence at: ,1707388737700
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737700
Finish Checking Filter Existence at: ,1707388737702
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737702
Finish Checking Filter Existence at: ,1707388737703
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737703
Finish Checking Filter Existence at: ,1707388737704
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737704
Finish Checking Filter Existence at: ,1707388737706
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737706
Finish Checking Filter Existence at: ,1707388737708
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737708
Finish Checking Filter Existence at: ,1707388737709
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737709
Finish Checking Filter Existence at: ,1707388737710
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737710
Finish Checking Filter Existence at: ,1707388737712
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737712
Finish Checking Filter Existence at: ,1707388737713
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737713
Finish Checking Filter Existence at: ,1707388737715
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707388737715
Finish Checking Filter Existence at: ,1707388737716
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707388737716
