event,timestamp
Finish Checking Filter Existence at: ,1707495180221
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180221
Finish Checking Filter Existence at: ,1707495180225
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180225
Finish Checking Filter Existence at: ,1707495180231
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180231
Finish Checking Filter Existence at: ,1707495180235
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180235
Finish Checking Filter Existence at: ,1707495180240
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180240
Finish Checking Filter Existence at: ,1707495180243
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180243
Finish Checking Filter Existence at: ,1707495180245
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180245
Finish Checking Filter Existence at: ,1707495180248
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180248
Finish Checking Filter Existence at: ,1707495180251
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180251
Finish Checking Filter Existence at: ,1707495180253
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180253
Finish Checking Filter Existence at: ,1707495180257
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180257
Finish Checking Filter Existence at: ,1707495180259
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180259
Finish Checking Filter Existence at: ,1707495180262
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180262
Finish Checking Filter Existence at: ,1707495180265
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180265
Finish Checking Filter Existence at: ,1707495180269
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180269
Finish Checking Filter Existence at: ,1707495180275
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180275
Finish Checking Filter Existence at: ,1707495180283
Checking Latency is,8
Start to Check Filter Existence for the Late Publisher at,1707495180283
Finish Checking Filter Existence at: ,1707495180294
Checking Latency is,11
Start to Check Filter Existence for the Late Publisher at,1707495180295
Finish Checking Filter Existence at: ,1707495180313
Checking Latency is,18
Start to Check Filter Existence for the Late Publisher at,1707495180314
Finish Checking Filter Existence at: ,1707495180324
Checking Latency is,10
Start to Check Filter Existence for the Late Publisher at,1707495180324
Finish Checking Filter Existence at: ,1707495180327
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180327
Finish Checking Filter Existence at: ,1707495180333
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180333
Finish Checking Filter Existence at: ,1707495180337
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180338
Finish Checking Filter Existence at: ,1707495180342
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180342
Finish Checking Filter Existence at: ,1707495180347
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180347
Finish Checking Filter Existence at: ,1707495180353
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180353
Finish Checking Filter Existence at: ,1707495180358
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180358
Finish Checking Filter Existence at: ,1707495180363
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180363
Finish Checking Filter Existence at: ,1707495180366
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180366
Finish Checking Filter Existence at: ,1707495180373
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180373
Finish Checking Filter Existence at: ,1707495180379
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180379
Finish Checking Filter Existence at: ,1707495180384
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180384
Finish Checking Filter Existence at: ,1707495180387
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180387
Finish Checking Filter Existence at: ,1707495180392
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180392
Finish Checking Filter Existence at: ,1707495180396
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180396
Finish Checking Filter Existence at: ,1707495180401
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180401
Finish Checking Filter Existence at: ,1707495180410
Checking Latency is,9
Start to Check Filter Existence for the Late Publisher at,1707495180411
Finish Checking Filter Existence at: ,1707495180421
Checking Latency is,10
Start to Check Filter Existence for the Late Publisher at,1707495180421
Finish Checking Filter Existence at: ,1707495180430
Checking Latency is,9
Start to Check Filter Existence for the Late Publisher at,1707495180431
Finish Checking Filter Existence at: ,1707495180438
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180439
Finish Checking Filter Existence at: ,1707495180445
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180445
Finish Checking Filter Existence at: ,1707495180456
Checking Latency is,11
Start to Check Filter Existence for the Late Publisher at,1707495180457
Finish Checking Filter Existence at: ,1707495180474
Checking Latency is,17
Start to Check Filter Existence for the Late Publisher at,1707495180474
Finish Checking Filter Existence at: ,1707495180477
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180477
Finish Checking Filter Existence at: ,1707495180487
Checking Latency is,10
Start to Check Filter Existence for the Late Publisher at,1707495180488
Finish Checking Filter Existence at: ,1707495180491
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180491
Finish Checking Filter Existence at: ,1707495180499
Checking Latency is,8
Start to Check Filter Existence for the Late Publisher at,1707495180499
Finish Checking Filter Existence at: ,1707495180504
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180505
Finish Checking Filter Existence at: ,1707495180512
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180513
Finish Checking Filter Existence at: ,1707495180522
Checking Latency is,9
Start to Check Filter Existence for the Late Publisher at,1707495180523
Finish Checking Filter Existence at: ,1707495180531
Checking Latency is,8
Start to Check Filter Existence for the Late Publisher at,1707495180531
Finish Checking Filter Existence at: ,1707495180537
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180537
Finish Checking Filter Existence at: ,1707495180550
Checking Latency is,13
Start to Check Filter Existence for the Late Publisher at,1707495180551
Finish Checking Filter Existence at: ,1707495180564
Checking Latency is,13
Start to Check Filter Existence for the Late Publisher at,1707495180564
Finish Checking Filter Existence at: ,1707495180576
Checking Latency is,12
Start to Check Filter Existence for the Late Publisher at,1707495180576
Finish Checking Filter Existence at: ,1707495180587
Checking Latency is,11
Start to Check Filter Existence for the Late Publisher at,1707495180587
Finish Checking Filter Existence at: ,1707495180597
Checking Latency is,10
Start to Check Filter Existence for the Late Publisher at,1707495180597
Finish Checking Filter Existence at: ,1707495180606
Checking Latency is,9
Start to Check Filter Existence for the Late Publisher at,1707495180606
Finish Checking Filter Existence at: ,1707495180613
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180614
Finish Checking Filter Existence at: ,1707495180619
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180620
Finish Checking Filter Existence at: ,1707495180628
Checking Latency is,8
Start to Check Filter Existence for the Late Publisher at,1707495180628
Finish Checking Filter Existence at: ,1707495180635
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180635
Finish Checking Filter Existence at: ,1707495180642
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180642
Finish Checking Filter Existence at: ,1707495180646
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180646
Finish Checking Filter Existence at: ,1707495180649
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180649
Finish Checking Filter Existence at: ,1707495180652
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180652
Finish Checking Filter Existence at: ,1707495180659
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180659
Finish Checking Filter Existence at: ,1707495180663
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180663
Finish Checking Filter Existence at: ,1707495180668
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180669
Finish Checking Filter Existence at: ,1707495180673
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180673
Finish Checking Filter Existence at: ,1707495180676
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180682
Finish Checking Filter Existence at: ,1707495180702
Checking Latency is,20
Start to Check Filter Existence for the Late Publisher at,1707495180702
Finish Checking Filter Existence at: ,1707495180736
Checking Latency is,34
Start to Check Filter Existence for the Late Publisher at,1707495180736
Finish Checking Filter Existence at: ,1707495180750
Checking Latency is,14
Start to Check Filter Existence for the Late Publisher at,1707495180751
Finish Checking Filter Existence at: ,1707495180759
Checking Latency is,8
Start to Check Filter Existence for the Late Publisher at,1707495180759
Finish Checking Filter Existence at: ,1707495180764
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180765
Finish Checking Filter Existence at: ,1707495180770
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180770
Finish Checking Filter Existence at: ,1707495180777
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180777
Finish Checking Filter Existence at: ,1707495180782
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180783
Finish Checking Filter Existence at: ,1707495180787
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180787
Finish Checking Filter Existence at: ,1707495180792
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180793
Finish Checking Filter Existence at: ,1707495180799
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180799
Finish Checking Filter Existence at: ,1707495180804
Checking Latency is,5
Start to Check Filter Existence for the Late Publisher at,1707495180804
Finish Checking Filter Existence at: ,1707495180808
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180808
Finish Checking Filter Existence at: ,1707495180814
Checking Latency is,6
Start to Check Filter Existence for the Late Publisher at,1707495180814
Finish Checking Filter Existence at: ,1707495180821
Checking Latency is,7
Start to Check Filter Existence for the Late Publisher at,1707495180822
Finish Checking Filter Existence at: ,1707495180840
Checking Latency is,18
Start to Check Filter Existence for the Late Publisher at,1707495180840
Finish Checking Filter Existence at: ,1707495180852
Checking Latency is,12
Start to Check Filter Existence for the Late Publisher at,1707495180853
Finish Checking Filter Existence at: ,1707495180855
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180855
Finish Checking Filter Existence at: ,1707495180857
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180857
Finish Checking Filter Existence at: ,1707495180859
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180859
Finish Checking Filter Existence at: ,1707495180861
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180861
Finish Checking Filter Existence at: ,1707495180863
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180864
Finish Checking Filter Existence at: ,1707495180866
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180866
Finish Checking Filter Existence at: ,1707495180868
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180868
Finish Checking Filter Existence at: ,1707495180870
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180870
Finish Checking Filter Existence at: ,1707495180872
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180872
Finish Checking Filter Existence at: ,1707495180874
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180874
Finish Checking Filter Existence at: ,1707495180876
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180876
Finish Checking Filter Existence at: ,1707495180878
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180878
Finish Checking Filter Existence at: ,1707495180881
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180881
Finish Checking Filter Existence at: ,1707495180884
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180884
Finish Checking Filter Existence at: ,1707495180886
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180886
Finish Checking Filter Existence at: ,1707495180888
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180888
Finish Checking Filter Existence at: ,1707495180889
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495180889
Finish Checking Filter Existence at: ,1707495180891
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180891
Finish Checking Filter Existence at: ,1707495180893
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180893
Finish Checking Filter Existence at: ,1707495180894
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495180894
Finish Checking Filter Existence at: ,1707495180897
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180897
Finish Checking Filter Existence at: ,1707495180898
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495180899
Finish Checking Filter Existence at: ,1707495180900
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495180900
Finish Checking Filter Existence at: ,1707495180902
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180902
Finish Checking Filter Existence at: ,1707495180905
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180905
Finish Checking Filter Existence at: ,1707495180907
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180907
Finish Checking Filter Existence at: ,1707495180909
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180910
Finish Checking Filter Existence at: ,1707495180911
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495180911
Finish Checking Filter Existence at: ,1707495180914
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180914
Finish Checking Filter Existence at: ,1707495180918
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180918
Finish Checking Filter Existence at: ,1707495180921
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180921
Finish Checking Filter Existence at: ,1707495180923
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180923
Finish Checking Filter Existence at: ,1707495180925
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180925
Finish Checking Filter Existence at: ,1707495180927
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180927
Finish Checking Filter Existence at: ,1707495180929
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180929
Finish Checking Filter Existence at: ,1707495180932
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180933
Finish Checking Filter Existence at: ,1707495180935
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180935
Finish Checking Filter Existence at: ,1707495180938
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180938
Finish Checking Filter Existence at: ,1707495180940
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180940
Finish Checking Filter Existence at: ,1707495180942
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180942
Finish Checking Filter Existence at: ,1707495180944
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180944
Finish Checking Filter Existence at: ,1707495180947
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180947
Finish Checking Filter Existence at: ,1707495180950
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180950
Finish Checking Filter Existence at: ,1707495180953
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180953
Finish Checking Filter Existence at: ,1707495180956
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180956
Finish Checking Filter Existence at: ,1707495180959
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180960
Finish Checking Filter Existence at: ,1707495180962
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180962
Finish Checking Filter Existence at: ,1707495180966
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180966
Finish Checking Filter Existence at: ,1707495180968
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180968
Finish Checking Filter Existence at: ,1707495180970
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180970
Finish Checking Filter Existence at: ,1707495180972
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180972
Finish Checking Filter Existence at: ,1707495180973
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495180973
Finish Checking Filter Existence at: ,1707495180976
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180977
Finish Checking Filter Existence at: ,1707495180980
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180980
Finish Checking Filter Existence at: ,1707495180984
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495180984
Finish Checking Filter Existence at: ,1707495180987
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495180987
Finish Checking Filter Existence at: ,1707495180989
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180989
Finish Checking Filter Existence at: ,1707495180991
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180992
Finish Checking Filter Existence at: ,1707495180994
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180994
Finish Checking Filter Existence at: ,1707495180996
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495180996
Finish Checking Filter Existence at: ,1707495181000
Checking Latency is,4
Start to Check Filter Existence for the Late Publisher at,1707495181000
Finish Checking Filter Existence at: ,1707495181003
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495181003
Finish Checking Filter Existence at: ,1707495181006
Checking Latency is,3
Start to Check Filter Existence for the Late Publisher at,1707495181006
Finish Checking Filter Existence at: ,1707495181008
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181008
Finish Checking Filter Existence at: ,1707495181009
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181009
Finish Checking Filter Existence at: ,1707495181011
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181011
Finish Checking Filter Existence at: ,1707495181013
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181013
Finish Checking Filter Existence at: ,1707495181015
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181015
Finish Checking Filter Existence at: ,1707495181017
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181017
Finish Checking Filter Existence at: ,1707495181018
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181018
Finish Checking Filter Existence at: ,1707495181020
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181020
Finish Checking Filter Existence at: ,1707495181022
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181022
Finish Checking Filter Existence at: ,1707495181023
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181023
Finish Checking Filter Existence at: ,1707495181025
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181025
Finish Checking Filter Existence at: ,1707495181026
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181026
Finish Checking Filter Existence at: ,1707495181028
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181028
Finish Checking Filter Existence at: ,1707495181030
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181030
Finish Checking Filter Existence at: ,1707495181032
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181032
Finish Checking Filter Existence at: ,1707495181033
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181033
Finish Checking Filter Existence at: ,1707495181035
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181035
Finish Checking Filter Existence at: ,1707495181036
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181036
Finish Checking Filter Existence at: ,1707495181037
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181037
Finish Checking Filter Existence at: ,1707495181039
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181039
Finish Checking Filter Existence at: ,1707495181040
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181040
Finish Checking Filter Existence at: ,1707495181042
Checking Latency is,2
Start to Check Filter Existence for the Late Publisher at,1707495181042
Finish Checking Filter Existence at: ,1707495181043
Checking Latency is,1
Start to Check Filter Existence for the Late Publisher at,1707495181043
